41053,2,0,Cow & Pig (6 Suits),NoMercy,Zamiel
41052,2,25,Cow & Pig (5 Suits),NoMercy,Zamiel
41050,2,0,Cow & Pig (5 Suits),NoMercy,Zamiel
40805,2,23,Cow & Pig (5 Suits),NoMercy,Zamiel
40801,2,0,Cow & Pig (5 Suits),NoMercy,Zamiel
40800,2,0,Cow & Pig (5 Suits),NoMercy,Zamiel
40797,2,0,Cow & Pig (5 Suits),NoMercy,Zamiel
40796,2,0,Cow & Pig (5 Suits),NoMercy,Zamiel
40793,2,0,Cow & Pig (5 Suits),NoMercy,Zamiel
40792,2,30,Duck (6 Suits),NoMercy,Zamiel
40790,2,0,Duck (6 Suits),NoMercy,Zamiel
40789,2,0,Duck (6 Suits),NoMercy,Zamiel
40788,2,0,Duck (6 Suits),NoMercy,Zamiel
40786,2,0,Duck (6 Suits),NoMercy,Zamiel
40785,2,0,Duck (6 Suits),NoMercy,Zamiel
40140,5,24,Brown (5 Suits),Ahming,IAMJEFF,micerang,NoMercy,qqqq
40139,3,25,Brown (5 Suits),Ahming,micerang,NoMercy
40064,4,30,Gray (6 Suits),efaust,kemurphy,NoMercy,sjdrodge
40063,4,0,Gray (6 Suits),efaust,kemurphy,NoMercy,sjdrodge
40062,4,28,Gray (6 Suits),efaust,kemurphy,NoMercy,sjdrodge
40061,4,0,Gray (6 Suits),efaust,kemurphy,NoMercy,sjdrodge
40060,4,0,Gray (6 Suits),efaust,kemurphy,NoMercy,sjdrodge
40058,4,0,Gray (6 Suits),efaust,kemurphy,NoMercy,sjdrodge
40030,4,15,Pink (3 Suits),micerang,NoMercy,qqqq,Zamiel
40029,4,0,Pink (3 Suits),micerang,NoMercy,qqqq,Zamiel
40028,4,0,Pink (3 Suits),micerang,NoMercy,qqqq,Zamiel
40027,3,0,Rainbow-Ones (6 Suits),NoMercy,qqqq,Zamiel
40026,3,0,Rainbow-Ones (6 Suits),NoMercy,qqqq,Zamiel
40025,2,0,Up or Down & Brown (5 Suits),NoMercy,Zamiel
39899,5,0,Pink (6 Suits),asaelr,Cory,micerang,NoMercy,SedNegi
39884,2,20,Duck (4 Suits),NoMercy,Zamiel
39880,2,0,Duck (4 Suits),NoMercy,Zamiel
39878,2,0,Duck (4 Suits),NoMercy,Zamiel
39875,2,0,Duck (4 Suits),NoMercy,Zamiel
39874,2,0,Duck (4 Suits),NoMercy,Zamiel
39873,2,0,Duck (4 Suits),NoMercy,Zamiel
39871,2,0,Duck (4 Suits),NoMercy,Zamiel
39870,2,0,Duck (4 Suits),NoMercy,Zamiel
39868,2,0,Duck (4 Suits),NoMercy,Zamiel
39864,2,0,Duck (4 Suits),NoMercy,Zamiel
39863,2,0,Duck (4 Suits),NoMercy,Zamiel
39862,2,0,Duck (4 Suits),NoMercy,Zamiel
39821,3,0,Gray (6 Suits),efaust,NoMercy,sjdrodge
39820,3,0,Gray (6 Suits),efaust,NoMercy,sjdrodge
39819,3,24,Gray (6 Suits),efaust,NoMercy,sjdrodge
39667,5,21,No Variant,Asddsa76,bunnycat,Jake_Stiles,Libster,NoMercy
39662,3,22,No Variant,Asddsa76,bunnycat,NoMercy
39370,5,25,No Variant,Ahming,Asddsa76,Libster,NoMercy,zuzwang
39365,5,23,No Variant,Ahming,Asddsa76,Libster,NoMercy,zuzwang
39362,2,22,No Variant,NoMercy,zuzwang
39359,2,21,No Variant,NoMercy,zuzwang
39339,4,28,Black & Rainbow (6 Suits),efaust,Feer,Maiorskills,NoMercy
39338,5,0,Black (6 Suits),efaust,Feer,Maiorskills,NoMercy,sjdrodge
39264,2,30,Dual-Color Mix,NoMercy,Zamiel
39263,2,0,Dual-Color Mix,NoMercy,Zamiel
39262,2,0,Dual-Color Mix,NoMercy,Zamiel
39261,2,0,Dual-Color Mix,NoMercy,Zamiel
39259,2,0,Dual-Color Mix,NoMercy,Zamiel
39258,2,26,Dual-Color Mix,NoMercy,Zamiel
39256,2,0,Dual-Color Mix,NoMercy,Zamiel
39255,2,0,Dual-Color Mix,NoMercy,Zamiel
39254,2,0,Dual-Color Mix,NoMercy,Zamiel
39253,2,0,Dual-Color Mix,NoMercy,Zamiel
39252,2,0,Dual-Color Mix,NoMercy,Zamiel
39249,2,0,Dual-Color Mix,NoMercy,Zamiel
39167,5,30,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39165,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39164,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39163,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39161,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39160,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39159,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39158,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39156,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39155,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39154,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39153,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39151,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39150,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39149,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39148,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39147,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39146,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39145,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39144,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39142,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39141,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39140,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39139,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39138,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39137,5,29,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39136,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39135,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39134,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39133,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39132,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39131,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39130,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39129,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39128,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39127,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39126,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39125,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39124,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39123,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
39122,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
39121,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
39120,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
39119,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
39118,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
39117,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
39116,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
39115,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
39114,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
39113,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
39112,4,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Zamiel
39111,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39110,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39109,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39108,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39106,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39105,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39104,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39103,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39102,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39101,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39099,5,0,Rainbow (6 Suits),florrat2,Libster,NoMercy,Razvogor,Zamiel
39098,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39097,4,27,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39096,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39095,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39094,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39093,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39092,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39091,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39090,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39089,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39087,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39086,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39085,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39084,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39083,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39082,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39081,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39079,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Zamiel
39078,4,30,6 Suits,florrat2,Libster,NoMercy,Zamiel
39077,4,0,6 Suits,florrat2,Libster,NoMercy,Zamiel
39076,4,0,6 Suits,florrat2,Libster,NoMercy,Zamiel
39075,4,0,6 Suits,florrat2,Libster,NoMercy,Zamiel
39074,4,0,6 Suits,florrat2,Libster,NoMercy,Zamiel
39073,4,0,6 Suits,florrat2,Libster,NoMercy,Zamiel
39072,4,0,6 Suits,florrat2,Libster,NoMercy,Zamiel
39071,4,0,6 Suits,florrat2,Libster,NoMercy,Zamiel
39070,4,0,6 Suits,florrat2,Libster,NoMercy,Zamiel
39069,4,0,6 Suits,florrat2,Libster,NoMercy,Zamiel
39068,4,0,6 Suits,florrat2,Libster,NoMercy,Zamiel
39066,6,0,Pink (5 Suits),Asddsa76,florrat2,Libster,micerang,NoMercy,Zamiel
39065,6,30,Pink (6 Suits),Asddsa76,florrat2,Libster,NoMercy,sankala,Zamiel
39060,6,29,Brown (6 Suits),micerang,NoMercy,scharkbite,Sucubis,Yeesh,Zamiel
39058,6,28,Brown (6 Suits),micerang,NoMercy,scharkbite,Sucubis,Yeesh,Zamiel
39056,4,0,Brown (6 Suits),NoMercy,scharkbite,Sucubis,Zamiel
39030,3,30,Black (6 Suits),florrat2,Libster,NoMercy
39029,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39028,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39026,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39025,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39024,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39023,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39022,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39021,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39020,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39019,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39018,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39017,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39016,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39015,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39014,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39013,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39012,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39011,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39010,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39009,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39008,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39007,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39006,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39005,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39004,3,29,Black (6 Suits),florrat2,Libster,NoMercy
39003,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39002,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39001,3,0,Black (6 Suits),florrat2,Libster,NoMercy
39000,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38999,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38998,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38997,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38996,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38995,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38994,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38993,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38992,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38991,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38990,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38989,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38988,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38987,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38986,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38985,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38984,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38983,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38982,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38981,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38980,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38979,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38978,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38977,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38976,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38975,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38974,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38973,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38972,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38971,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38970,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38969,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38968,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38967,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38966,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38965,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38964,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38963,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38962,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38961,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38960,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38959,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38958,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38957,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38956,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38955,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38954,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38953,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38952,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38951,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38950,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38949,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38948,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38947,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38944,5,29,Up or Down (6 Suits),efaust,florrat2,Libster,NoMercy,Razvogor
38942,5,0,Up or Down (5 Suits),efaust,florrat2,Libster,NoMercy,Razvogor
38941,5,28,Dark Brown (6 Suits),efaust,florrat2,Libster,NoMercy,Razvogor
38940,5,0,Special Mix (5 Suits),efaust,florrat2,Libster,NoMercy,Razvogor
38939,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38938,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38937,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38936,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38935,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38934,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38933,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38932,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38931,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38930,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38929,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38928,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38927,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38926,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38925,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38924,4,0,Black (6 Suits),florrat2,Libster,NoMercy,Razvogor
38923,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38922,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38921,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38920,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38919,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38918,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38917,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38916,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38915,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38914,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38913,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38912,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38911,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38910,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38909,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38908,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38907,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38906,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38905,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38903,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38902,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38901,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38900,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38899,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38898,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38897,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38896,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38895,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38894,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38893,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38892,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38891,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38890,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38889,3,0,Black (6 Suits),florrat2,Libster,NoMercy
38886,4,24,No Variant,florrat2,Libster,NoMercy,Razvogor
38885,4,23,Dark Brown (5 Suits),florrat2,Libster,NoMercy,Razvogor
38884,4,25,Special Mix (5 Suits),florrat2,Libster,NoMercy,Razvogor
38804,3,17,No Variant,Asddsa76,beardie1500,NoMercy
38770,4,0,No Variant,asaelr,Asddsa76,NoMercy,Will
38769,4,23,No Variant,asaelr,micerang,NoMercy,Will
38341,4,0,Pink (6 Suits),Feer,Libster,NoMercy,Smurf account
38339,5,0,Pink (5 Suits),Feer,Libster,NoMercy,Smurf account,wortel
38338,5,0,Pink (5 Suits),Feer,Libster,NoMercy,Smurf account,wortel
38337,3,18,Pink (4 Suits),Feer,NoMercy,Smurf account
38336,3,20,Rainbow (4 Suits),Feer,NoMercy,Smurf account
38335,3,20,Rainbow (4 Suits),Feer,NoMercy,Smurf account
38334,3,20,Rainbow (4 Suits),Feer,NoMercy,Smurf account
38322,3,0,No Variant,NoMercy,sjdrodge,snkylittleazn
38321,3,0,No Variant,NoMercy,sjdrodge,snkylittleazn
38320,2,0,No Variant,NoMercy,snkylittleazn
38319,3,0,No Variant,micerang,NoMercy,snkylittleazn
38060,2,0,Duck (6 Suits),NoMercy,Ula
38058,2,0,Duck (6 Suits),NoMercy,Ula
38057,2,0,Duck (6 Suits),NoMercy,Ula
38056,2,0,Duck (6 Suits),NoMercy,Ula
38055,2,0,Duck (6 Suits),NoMercy,Ula
38054,2,0,Duck (6 Suits),NoMercy,Ula
38052,2,0,Duck (6 Suits),NoMercy,Ula
38051,2,0,Duck (6 Suits),NoMercy,Ula
38050,2,0,Duck (6 Suits),NoMercy,Ula
38049,2,0,Duck (6 Suits),NoMercy,Ula
38047,2,0,Duck (6 Suits),NoMercy,Ula
38046,2,0,Duck (6 Suits),NoMercy,Ula
38045,3,0,Special Mix (5 Suits),Libster,NoMercy,Ula
38042,2,0,Duck (6 Suits),NoMercy,Ula
38041,2,0,Duck (6 Suits),NoMercy,Ula
38038,2,0,Black & Pink (6 Suits),NoMercy,Zamiel
37356,3,0,Rainbow (4 Suits),efaust,micerang,NoMercy
37072,4,18,Rainbow (4 Suits),efaust,hanabornoob,NoMercy,wortel
37071,5,28,Rainbow (6 Suits),efaust,Feer,micerang,NoMercy,wortel
37064,4,25,No Variant,efaust,Feer,micerang,NoMercy
37039,4,24,No Variant,efaust,Feer,micerang,NoMercy
37013,4,23,No Variant,efaust,Feer,micerang,NoMercy
36966,5,25,No Variant,Bubble,efaust,NoMercy,sjdrodge,snkylittleazn
36924,5,24,No Variant,Bubble,efaust,NoMercy,sjdrodge,snkylittleazn
36797,4,29,Cow & Pig (6 Suits),florrat2,Libster,NoMercy,Zamiel
36795,4,25,Number Blind (5 Suits),florrat2,Libster,NoMercy,Zamiel
36794,4,0,Number Blind (5 Suits),florrat2,Libster,NoMercy,Zamiel
36793,4,0,Number Blind (5 Suits),florrat2,Libster,NoMercy,Zamiel
36792,5,30,Black (6 Suits),florrat2,Libster,NoMercy,Razgovor,Zamiel
36791,5,0,Black (6 Suits),florrat2,Libster,NoMercy,Razgovor,Zamiel
36790,5,30,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Razgovor,Zamiel
36788,5,0,Dark Rainbow (6 Suits),florrat2,Libster,NoMercy,Razgovor,Zamiel
36785,4,21,Special Mix (5 Suits),florrat2,NoMercy,Razgovor,Zamiel
36734,3,22,Up or Down (5 Suits),efaust,kemurphy,NoMercy
36733,3,21,Up or Down (5 Suits),efaust,kemurphy,NoMercy
36732,3,20,Rainbow & White (4 Suits),efaust,kemurphy,NoMercy
36731,4,20,Rainbow (4 Suits),efaust,kemurphy,NoMercy,sjdrodge
36730,4,0,Rainbow (5 Suits),efaust,kemurphy,NoMercy,sjdrodge
36729,4,0,Rainbow (5 Suits),efaust,kemurphy,NoMercy,sjdrodge
36616,3,0,Black & White (5 Suits),efaust,NoMercy,sjdrodge
36615,3,0,Black & White (5 Suits),efaust,NoMercy,sjdrodge
36438,4,15,Rainbow-Ones (3 Suits),Libster,NoMercy,sjdrodge,snkylittleazn
36436,4,0,Totally Blind (3 Suits),Libster,NoMercy,sjdrodge,snkylittleazn
36395,4,24,Rainbow (5 Suits),Asddsa76,micerang,NoMercy,snkylittleazn
36394,5,0,Rainbow (6 Suits),Andrew_UK,Asddsa76,micerang,NoMercy,scharkbite
36186,3,30,6 Suits,florrat2,Libster,NoMercy
36185,3,0,6 Suits,florrat2,Libster,NoMercy
36183,3,0,6 Suits,florrat2,Libster,NoMercy
36182,3,0,6 Suits,florrat2,Libster,NoMercy
36181,3,0,6 Suits,florrat2,Libster,NoMercy
36180,3,29,6 Suits,florrat2,Libster,NoMercy
36179,3,30,6 Suits,florrat2,Libster,NoMercy
36178,3,0,6 Suits,florrat2,Libster,NoMercy
36177,3,0,6 Suits,florrat2,Libster,NoMercy
36176,3,0,6 Suits,florrat2,Libster,NoMercy
36175,3,0,6 Suits,florrat2,Libster,NoMercy
36174,3,0,6 Suits,florrat2,Libster,NoMercy
36173,3,0,6 Suits,florrat2,Libster,NoMercy
36172,3,0,6 Suits,florrat2,Libster,NoMercy
36171,3,0,6 Suits,florrat2,Libster,NoMercy
36170,3,0,6 Suits,florrat2,Libster,NoMercy
36169,3,0,6 Suits,florrat2,Libster,NoMercy
36168,3,0,6 Suits,florrat2,Libster,NoMercy
36167,3,0,6 Suits,florrat2,Libster,NoMercy
36166,3,0,6 Suits,florrat2,Libster,NoMercy
36165,3,0,6 Suits,florrat2,Libster,NoMercy
36164,3,0,6 Suits,florrat2,Libster,NoMercy
36162,3,0,6 Suits,florrat2,Libster,NoMercy
36161,3,0,6 Suits,florrat2,Libster,NoMercy
36160,3,0,6 Suits,florrat2,Libster,NoMercy
36159,3,0,6 Suits,florrat2,Libster,NoMercy
36158,3,0,6 Suits,florrat2,Libster,NoMercy
36156,3,0,6 Suits,florrat2,Libster,NoMercy
36155,3,30,6 Suits,florrat2,Libster,NoMercy
36154,3,0,6 Suits,florrat2,Libster,NoMercy
36153,3,0,6 Suits,florrat2,Libster,NoMercy
36152,3,0,6 Suits,florrat2,Libster,NoMercy
36151,3,0,6 Suits,florrat2,Libster,NoMercy
36150,3,0,6 Suits,florrat2,Libster,NoMercy
36149,3,0,6 Suits,florrat2,Libster,NoMercy
36148,3,0,6 Suits,florrat2,Libster,NoMercy
36147,3,0,6 Suits,florrat2,Libster,NoMercy
36146,3,0,6 Suits,florrat2,Libster,NoMercy
36145,3,0,6 Suits,florrat2,Libster,NoMercy
36144,3,0,6 Suits,florrat2,Libster,NoMercy
36143,3,0,6 Suits,florrat2,Libster,NoMercy
