478916,5,30,Rainbow (6 Suits),cockdestroyer,duckmedic,methmatics,possum,wump
418471,3,30,Light Pink (6 Suits),duckmedic,ksfortson,wump
366404,4,30,Rainbow (6 Suits),duckmedic,Jake_Stiles,rz,wump
366313,4,23,Duck (5 Suits),duckmedic,ejwu,nitawa,wump
366270,6,0,6 Suits,cockdestroyer,duckmedic,nitawa,Pablo-,penisman,Stinkydude63
366219,4,18,White-Ones & Prism (4 Suits),duckmedic,nitawa,Pablo-,penisman
364183,4,29,Rainbow (6 Suits),duckmedic,Jake_Stiles,rz,wump
364146,4,0,Rainbow (6 Suits),duckmedic,Jake_Stiles,rz,wump
364134,4,0,Rainbow (6 Suits),duckmedic,Jake_Stiles,rz,wump
364125,4,25,Rainbow (6 Suits),duckmedic,Jake_Stiles,rz,wump
364087,4,0,Rainbow (6 Suits),duckmedic,Jake_Stiles,rz,wump
363967,4,23,Special Mix (5 Suits),duckmedic,nitawa,wump,XMIL
363909,4,0,Special Mix (5 Suits),duckmedic,penisman,wump,XMIL
363893,4,24,Null-Ones (5 Suits),duckmedic,penisman,wump,XMIL
362750,5,23,Duck (5 Suits),antitelharsic,duckmedic,ejwu,nitawa,penisman
362693,3,23,Duck (5 Suits),antitelharsic,duckmedic,penisman
362435,3,0,Cow & Pig (5 Suits),cute_girl,duckmedic,wump
362426,3,0,Cow & Pig (5 Suits),cute_girl,duckmedic,wump
362425,3,0,Cow & Pig (5 Suits),cute_girl,duckmedic,wump
361903,4,0,White & Gray Pink (6 Suits),duckmedic,ejwu,JackFrost,wump
361057,4,30,Rainbow (6 Suits),duckmedic,Jake_Stiles,rz,wump
361008,4,0,Rainbow (6 Suits),duckmedic,Jake_Stiles,rz,wump
360976,3,0,Rainbow (6 Suits),duckmedic,Jake_Stiles,rz
360961,3,0,Rainbow (6 Suits),duckmedic,Jake_Stiles,rz
360580,3,25,Rainbow-Ones & White (5 Suits),duckmedic,nitawa,XMIL
359744,4,24,Duck (5 Suits),antitelharsic,duckmedic,methmatics,nitawa
359741,3,30,Rainbow (6 Suits),cockdestroyer,duckmedic,Stinkydude63
359735,3,0,Rainbow (6 Suits),cockdestroyer,duckmedic,Stinkydude63
359734,3,0,Rainbow (6 Suits),cockdestroyer,duckmedic,Stinkydude63
359732,3,0,Rainbow (6 Suits),cockdestroyer,duckmedic,Stinkydude63
359326,4,28,Rainbow (6 Suits),duckmedic,Jake_Stiles,rz,wump
359304,4,0,Rainbow (6 Suits),duckmedic,Jake_Stiles,rz,wump
359292,4,0,Rainbow (6 Suits),duckmedic,Jake_Stiles,rz,wump
358134,4,23,Rainbow (5 Suits),doctorabi,duckmedic,ksfortson,Onen
358129,3,26,Black (6 Suits),duckmedic,ksfortson,Onen
358112,3,27,Black (6 Suits),duckmedic,ksfortson,Onen
358082,5,0,Rainbow (6 Suits),duckmedic,ejwu,Onen,rz,wump
358056,3,27,Rainbow (6 Suits),duckmedic,rz,wump
357893,6,24,Rainbow & White (5 Suits),doctorabi,duckmedic,Kyle,micerang,plus,rz
357884,3,0,Black & Light Pink (5 Suits),doctorabi,duckmedic,rz
357038,4,0,Cocoa Rainbow (5 Suits),duckmedic,ejwu,Veexliat,wump
357031,5,0,Cocoa Rainbow (5 Suits),doctorabi,duckmedic,ejwu,Veexliat,wump
357018,5,24,No Variant,bob65536,doctorabi,duckmedic,Veexliat,wump
356999,4,24,No Variant,bob65536,duckmedic,macanek,wump
351561,5,0,Ambiguous (6 Suits),doctorabi,duckmedic,frosty104,JackFrost,wump
351543,5,0,Ambiguous (6 Suits),doctorabi,duckmedic,frosty104,JackFrost,wump
351092,4,0,No Variant,duckmedic,ksfortson,rz,wump
351079,5,0,No Variant,anser,duckmedic,ksfortson,rz,wump
351072,5,0,No Variant,anser,duckmedic,ksfortson,rz,wump
351039,4,0,Gray Pink (5 Suits),anser,duckmedic,Kyle,wump
351016,4,0,Gray Pink (5 Suits),anser,duckmedic,Kyle,wump
350985,4,30,Pink (6 Suits),duckmedic,rachyrules,rz,wump
350656,5,21,No Variant,duckmedic,ksfortson,orucsoraihc,rz,wump
350646,5,0,Prism (6 Suits),duckmedic,ksfortson,orucsoraihc,rz,wump
350639,5,0,Prism (6 Suits),duckmedic,ksfortson,orucsoraihc,rz,wump
350638,5,0,Prism (6 Suits),duckmedic,ksfortson,orucsoraihc,rz,wump
350623,5,20,Special Mix (5 Suits),duckmedic,ksfortson,orucsoraihc,rz,wump
350591,4,20,Up or Down (5 Suits),brendonitis,duckmedic,Onen,wump
349527,5,0,Rainbow (4 Suits),catula,doctorabi,duckmedic,ksfortson,wump
349502,4,0,6 Suits,catula,doctorabi,duckmedic,wump
348525,6,29,Rainbow (6 Suits),Carunty,duckmedic,frosty104,ksfortson,micerang,Onen
348498,5,0,Rainbow (5 Suits),Carunty,duckmedic,JackFrost,Onen,wump
348464,4,0,Rainbow (6 Suits),Carunty,duckmedic,JackFrost,Onen
348446,4,0,Rainbow (6 Suits),Carunty,duckmedic,JackFrost,Onen
346099,4,0,Clue Starved (5 Suits),Animex52,cockdestroyer,duckmedic,Stinkydude63
346096,4,0,Clue Starved (5 Suits),Animex52,cockdestroyer,duckmedic,Stinkydude63
346089,3,24,Clue Starved (5 Suits),cockdestroyer,duckmedic,Stinkydude63
346086,3,0,Clue Starved (5 Suits),cockdestroyer,duckmedic,Stinkydude63
346080,3,25,No Variant,cockdestroyer,duckmedic,Stinkydude63
346071,3,24,No Variant,cockdestroyer,duckmedic,Stinkydude63
346013,5,0,Prism (6 Suits),Carunty,duckmedic,jack_0f_hearts,ksfortson,wump
345975,4,22,Dark Prism (5 Suits),duckmedic,ksfortson,rz,wump
345925,4,0,Dark Prism (5 Suits),duckmedic,ksfortson,rz,wump
345911,3,30,Extremely Ambiguous (6 Suits),duckmedic,rz,wump
345894,3,25,Duck (5 Suits),duckmedic,rz,wump
345878,3,0,Duck (5 Suits),duckmedic,rz,wump
345872,3,0,Duck (5 Suits),duckmedic,rz,wump
345814,3,25,No Variant,doctorabi,duckmedic,wump
345792,3,0,Prism (5 Suits),Carunty,duckmedic,ksfortson
345786,3,0,Prism (5 Suits),Carunty,duckmedic,ksfortson
344833,5,29,Black (6 Suits),Carunty,duckmedic,Onen,pianoblook,wump
344825,6,23,Rainbow (5 Suits),Carunty,doctorabi,duckmedic,Onen,pianoblook,wump
344743,5,27,Gray (6 Suits),Bonja97,cockdestroyer,doctorabi,duckmedic,TheDaniMan
344721,4,29,Gray (6 Suits),Bonja97,cockdestroyer,doctorabi,duckmedic
344701,4,0,Gray (6 Suits),Bonja97,cockdestroyer,doctorabi,duckmedic
344470,4,0,Prism (5 Suits),Carunty,doctorabi,duckmedic,ksfortson
344447,4,25,Prism (5 Suits),Carunty,doctorabi,duckmedic,ksfortson
344046,3,24,Rainbow (5 Suits),duckmedic,Onen,wump
344031,3,22,Rainbow (5 Suits),duckmedic,Onen,wump
342676,3,29,Dark Pink (6 Suits),duckmedic,JackFrost,ksfortson
342575,3,26,Dark Pink (6 Suits),duckmedic,JackFrost,ksfortson
342524,5,28,Dark Pink (6 Suits),Carunty,doctorabi,duckmedic,JackFrost,ksfortson
340552,4,0,Duck (5 Suits),duckmedic,JackFrost,rz,wump
340531,4,0,Duck (5 Suits),duckmedic,JackFrost,rz,wump
340514,4,0,Duck (5 Suits),duckmedic,JackFrost,rz,wump
340512,4,0,Duck (5 Suits),duckmedic,JackFrost,rz,wump
340499,4,0,Duck (5 Suits),duckmedic,JackFrost,rz,wump
340487,4,0,Duck (5 Suits),duckmedic,JackFrost,rz,wump
340446,4,25,No Variant,duckmedic,JackFrost,rz,wump
340414,3,28,Up or Down (6 Suits),duckmedic,JackFrost,wump
337318,3,25,Null-Ones (5 Suits),duckmedic,ejwu,wump
337301,3,0,Null-Ones (5 Suits),duckmedic,ejwu,wump
337293,4,0,No Variant,duckmedic,ejwu,pmuething,wump
336775,3,0,Duck (6 Suits),duckmedic,rz,wump
336767,3,0,Duck (6 Suits),duckmedic,rz,wump
336765,3,23,Up or Down (5 Suits),duckmedic,rz,wump
336753,4,0,Up or Down (5 Suits),duckmedic,rz,sin_faith,wump
336749,5,22,No Variant,antitelharsic,duckmedic,ksfortson,newduke,wump
336733,4,25,No Variant,duckmedic,ksfortson,newduke,wump
336725,4,0,No Variant,duckmedic,ksfortson,newduke,wump
336713,4,24,No Variant,duckmedic,ksfortson,newduke,wump
336680,5,25,No Variant,doctorabi,duckmedic,ksfortson,newduke,wump
334331,3,25,No Variant,duckmedic,ksfortson,timotree
334318,3,22,Brown (5 Suits),duckmedic,newduke,timotree
333578,3,24,Rainbow & White (5 Suits),duckmedic,ksfortson,timotree
329758,3,22,No Variant,duckmedic,JackFrost,wump
329753,3,0,No Variant,duckmedic,JackFrost,wump
329750,3,0,Duck (5 Suits),duckmedic,JackFrost,wump
329739,3,0,Duck (5 Suits),duckmedic,JackFrost,wump
329728,3,23,Duck (5 Suits),duckmedic,JackFrost,wump
329717,3,0,Duck (5 Suits),duckmedic,JackFrost,wump
329608,5,21,Black (5 Suits),AshleyBridge,duckmedic,JackFrost,wump,XMIL
329579,5,22,Black (5 Suits),AshleyBridge,duckmedic,JackFrost,rz,XMIL
329556,5,21,Black (5 Suits),AshleyBridge,duckmedic,JackFrost,rz,XMIL
329533,5,25,No Variant,AshleyBridge,duckmedic,Kyle,newduke,rz
329519,5,0,No Variant,AshleyBridge,duckmedic,Kyle,newduke,rz
327256,4,0,Duck (5 Suits),duckmedic,ejwu,orucsoraihc,wump
327102,4,29,Clue Starved (6 Suits),duckmedic,ksfortson,rz,wump
327063,4,0,Clue Starved (6 Suits),duckmedic,ksfortson,rz,wump
327043,4,0,Clue Starved (6 Suits),duckmedic,ksfortson,rz,wump
327035,4,0,Clue Starved (6 Suits),duckmedic,ksfortson,rz,wump
326993,5,0,Omni (6 Suits),Carunty,duckmedic,ksfortson,rz,wump
326948,5,0,Omni (6 Suits),Carunty,duckmedic,ksfortson,rz,wump
326938,3,0,Extremely Ambiguous (6 Suits),duckmedic,rz,wump
326924,5,25,No Variant,Carunty,duckmedic,ksfortson,rz,wump
326908,6,22,Cow & Pig (5 Suits),Carunty,duckmedic,ksfortson,orucsoraihc,rz,wump
326889,6,0,Cow & Pig (5 Suits),Carunty,duckmedic,ksfortson,orucsoraihc,rz,wump
326294,5,28,White & Brown (6 Suits),Carunty,duckmedic,JackFrost,ksfortson,wump
326263,5,24,Throw It in a Hole (5 Suits),Carunty,duckmedic,JackFrost,ksfortson,wump
326245,6,25,Up or Down (5 Suits),catula,cockdestroyer,duckmedic,JackFrost,newduke,wump
326218,5,0,Up or Down & White (5 Suits),catula,duckmedic,JackFrost,newduke,wump
325593,6,29,6 Suits,Carunty,duckmedic,JackFrost,Jtjg,ksfortson,wump
325565,6,0,6 Suits,Carunty,duckmedic,JackFrost,Jtjg,ksfortson,wump
325459,5,23,Dual-Color (5 Suits),duckmedic,rz,sin_faith,wump,XMIL
325424,4,24,Rainbow Reversed (5 Suits),duckmedic,ksfortson,rz,wump
325386,4,24,Rainbow (5 Suits),Carunty,duckmedic,ksfortson,wump
325357,4,23,Reversed (5 Suits),Carunty,duckmedic,JackFrost,wump
325314,4,25,No Variant,Carunty,duckmedic,JackFrost,XMIL
325302,2,27,Up or Down (6 Suits),duckmedic,JackFrost
324976,5,29,6 Suits,duckmedic,JackFrost,StKildaFan,wump,XMIL
324954,5,0,6 Suits,duckmedic,JackFrost,StKildaFan,wump,XMIL
324938,4,30,Black (6 Suits),duckmedic,JackFrost,wump,XMIL
324304,4,29,6 Suits,duckmedic,JackFrost,ksfortson,wump
324291,4,0,6 Suits,duckmedic,JackFrost,ksfortson,wump
324285,3,25,Up or Down (5 Suits),duckmedic,JackFrost,wump
324137,3,0,Up or Down (5 Suits),duckmedic,JackFrost,newduke
324105,4,22,Up or Down (5 Suits),antitelharsic,duckmedic,JackFrost,newduke
324089,4,0,Up or Down (5 Suits),antitelharsic,duckmedic,JackFrost,newduke
324074,5,0,Up or Down (5 Suits),antitelharsic,duckmedic,JackFrost,newduke,wump
324028,4,25,No Variant,ADrone,duckmedic,ksfortson,timotree
324001,4,0,No Variant,ADrone,duckmedic,ksfortson,timotree
323992,4,25,No Variant,ADrone,duckmedic,ksfortson,timotree
323895,3,25,No Variant,duckmedic,Kyle,XMIL
323864,3,22,No Variant,duckmedic,Kyle,XMIL
323849,4,0,White (5 Suits),duckmedic,ebin_noob,meech,sephiroth
323838,5,25,White (5 Suits),cockdestroyer,duckmedic,ebin_noob,Pepepe,XMIL
323519,4,25,Prism (5 Suits),duckmedic,JackFrost,newduke,StKildaFan
323490,4,24,Prism (5 Suits),DoubleJay,duckmedic,JackFrost,parrotdoxair
323455,4,25,Black (6 Suits),duckmedic,JackFrost,orucsoraihc,parrotdoxair
323264,5,0,Throw It in a Hole (5 Suits),duckmedic,JackFrost,ksfortson,wump,XMIL
323220,6,25,No Variant,Carunty,duckmedic,JackFrost,ksfortson,wump,XMIL
323180,5,25,No Variant,Carunty,duckmedic,JackFrost,ksfortson,wump
323135,3,28,Duck (6 Suits),duckmedic,rz,wump
323104,3,0,Null (6 Suits),duckmedic,rz,wump
323091,3,25,Up or Down (5 Suits),duckmedic,rz,wump
323077,3,0,Up or Down (5 Suits),duckmedic,rz,wump
323063,3,0,Special Mix (6 Suits),duckmedic,rz,wump
323053,4,29,Gray Reversed (6 Suits),duckmedic,Pablo-,sephiroth,wump
323023,5,23,White-Ones & Brown (5 Suits),duckmedic,MarkusKahlsen,robense,wump,XMIL
323009,4,0,Brown-Ones & White (5 Suits),duckmedic,MarkusKahlsen,wump,XMIL
322992,4,24,Brown (5 Suits),duckmedic,MarkusKahlsen,wump,XMIL
322817,5,29,Prism (6 Suits),duckmedic,JackFrost,timotree,wump,XMIL
322791,4,0,Rainbow (6 Suits),duckmedic,JackFrost,rz,wump
322766,4,0,Rainbow (6 Suits),duckmedic,JackFrost,rz,wump
322740,4,0,Rainbow (6 Suits),duckmedic,JackFrost,rz,wump
322500,6,0,No Variant,Carunty,CStryker,duckmedic,JackFrost,ksfortson,wump
322015,4,25,No Variant,antitelharsic,Carunty,catula,duckmedic
321995,5,0,No Variant,antitelharsic,Carunty,catula,duckmedic,ejwu
321983,4,24,No Variant,antitelharsic,Carunty,duckmedic,ksfortson
321944,4,24,No Variant,antitelharsic,Carunty,duckmedic,ksfortson
321911,4,21,No Variant,antitelharsic,Carunty,duckmedic,ejwu
321284,6,27,Rainbow (6 Suits),angel-a,antitelharsic,Carunty,duckmedic,JackFrost,wump
321263,5,0,Null (6 Suits),angel-a,Carunty,duckmedic,JackFrost,wump
321255,4,0,No Variant,angel-a,duckmedic,JackFrost,wump
321248,5,24,No Variant,angel-a,Carunty,duckmedic,ksfortson,wump
321213,5,0,No Variant,angel-a,Carunty,duckmedic,ksfortson,rz
320644,5,26,Prism (6 Suits),Carunty,DoubleJay,duckmedic,JackFrost,wump
320598,5,0,Prism (6 Suits),Carunty,DoubleJay,duckmedic,JackFrost,wump
320576,3,27,Prism (6 Suits),DoubleJay,duckmedic,JackFrost
319839,4,23,No Variant,duckmedic,JackFrost,ksfortson,rz
319822,3,0,6 Suits,duckmedic,JackFrost,ksfortson
319292,5,28,White (6 Suits),duckmedic,JackFrost,ksfortson,StKildaFan,wump
319255,5,0,White (6 Suits),duckmedic,JackFrost,ksfortson,StKildaFan,wump
319233,3,27,White (6 Suits),duckmedic,JackFrost,ksfortson
319203,3,0,White (6 Suits),duckmedic,JackFrost,ksfortson
319183,3,0,White (6 Suits),duckmedic,JackFrost,ksfortson
319174,3,28,Up or Down (6 Suits),duckmedic,JackFrost,ksfortson
319146,3,23,Up or Down (5 Suits),duckmedic,JackFrost,ksfortson
319114,5,30,Rainbow (6 Suits),Carunty,duckmedic,JackFrost,ksfortson,wump
319050,3,0,Rainbow (6 Suits),duckmedic,JackFrost,ksfortson
319038,3,0,Rainbow (6 Suits),duckmedic,JackFrost,ksfortson
319027,3,25,Prism (5 Suits),duckmedic,JackFrost,ksfortson
319016,2,0,Throw It in a Hole (6 Suits),duckmedic,JackFrost
318693,4,0,Rainbow (6 Suits),duckmedic,JackFrost,ksfortson,wump
318679,4,0,Rainbow (6 Suits),duckmedic,JackFrost,ksfortson,wump
318670,4,0,Rainbow (6 Suits),duckmedic,JackFrost,ksfortson,wump
318650,3,29,Rainbow (6 Suits),duckmedic,JackFrost,ksfortson
318619,3,0,Rainbow (6 Suits),duckmedic,JackFrost,ksfortson
318557,4,24,No Variant,duckmedic,JackFrost,Jwpogue,ksfortson
318517,4,0,No Variant,duckmedic,JackFrost,Jwpogue,ksfortson
318511,3,0,No Variant,duckmedic,JackFrost,Jwpogue
318498,3,25,No Variant,duckmedic,JackFrost,Jwpogue
318482,3,0,No Variant,duckmedic,JackFrost,Jwpogue
317966,5,24,No Variant,Carunty,duckmedic,JackFrost,ksfortson,orucsoraihc
317957,5,0,No Variant,Carunty,duckmedic,JackFrost,ksfortson,orucsoraihc
317948,5,23,No Variant,Carunty,duckmedic,JackFrost,ksfortson,orucsoraihc
317937,4,24,No Variant,Carunty,duckmedic,JackFrost,orucsoraihc
317609,3,25,No Variant,angel-a,duckmedic,wump
317572,4,22,No Variant,angel-a,asaelr,duckmedic,wump
317537,4,0,No Variant,angel-a,asaelr,duckmedic,wump
317173,5,25,No Variant,angel-a,duckmedic,JackFrost,VipersOracle,wump
317044,6,27,6 Suits,angie123,duckmedic,JackFrost,ksfortson,parrotdoxair,VipersOracle
316434,3,30,Prism (6 Suits),duckmedic,VipersOracle,wump
316432,3,29,Prism (6 Suits),duckmedic,VipersOracle,wump
316429,4,0,Prism (6 Suits),duckmedic,ksfortson,VipersOracle,wump
316389,5,26,Prism (6 Suits),antitelharsic,duckmedic,JackFrost,ksfortson,wump
316367,5,0,Prism (6 Suits),antitelharsic,duckmedic,JackFrost,ksfortson,wump
316364,5,0,Dual-Color (6 Suits),antitelharsic,duckmedic,JackFrost,ksfortson,wump
316333,5,24,No Variant,duckmedic,JackFrost,ksfortson,orucsoraihc,wump
316313,5,0,No Variant,duckmedic,JackFrost,ksfortson,orucsoraihc,wump
316286,5,0,Rainbow (6 Suits),duckmedic,JackFrost,orucsoraihc,StKildaFan,wump
316261,5,21,No Variant,duckmedic,JackFrost,orucsoraihc,StKildaFan,wump
316204,5,0,No Variant,duckmedic,JackFrost,ksfortson,StKildaFan,wump
316188,5,0,No Variant,duckmedic,JackFrost,ksfortson,StKildaFan,wump
316179,5,0,No Variant,duckmedic,JackFrost,ksfortson,StKildaFan,wump
316173,3,23,No Variant,duckmedic,ksfortson,wump
316158,3,0,No Variant,duckmedic,ksfortson,wump
315632,3,27,Prism (6 Suits),duckmedic,JackFrost,ksfortson
315587,3,0,Prism (6 Suits),duckmedic,JackFrost,ksfortson
315566,3,29,Prism (6 Suits),duckmedic,ksfortson,wump
315543,3,0,Prism (6 Suits),duckmedic,ksfortson,wump
315511,5,25,No Variant,duckmedic,honzas,ksfortson,timotree,wump
315474,5,0,No Variant,duckmedic,honzas,ksfortson,timotree,wump
315436,5,25,No Variant,duckmedic,honzas,ksfortson,timotree,wump
315397,5,25,No Variant,duckmedic,honzas,ksfortson,timotree,wump
315361,3,25,No Variant,duckmedic,ksfortson,wump
314835,5,25,No Variant,antitelharsic,duckmedic,JackFrost,ksfortson,wump
314808,4,27,Duck (6 Suits),antitelharsic,duckmedic,JackFrost,wump
314775,4,25,No Variant,duckmedic,JackFrost,ksfortson,wump
314754,4,22,No Variant,duckmedic,JackFrost,ksfortson,wump
314721,4,0,No Variant,duckmedic,JackFrost,ksfortson,wump
314707,4,22,No Variant,duckmedic,JackFrost,ksfortson,wump
314095,6,25,No Variant,duckmedic,JackFrost,ksfortson,lingomaniac88,StKildaFan,wump
314062,6,0,No Variant,duckmedic,JackFrost,ksfortson,orucsoraihc,StKildaFan,wump
313333,4,29,Duck (6 Suits),duckmedic,ksfortson,VipersOracle,wump
313328,4,0,Duck (6 Suits),duckmedic,ksfortson,VipersOracle,wump
313327,3,0,Duck (6 Suits),duckmedic,ksfortson,wump
313325,3,0,Duck (6 Suits),duckmedic,ksfortson,wump
313322,3,29,Black (6 Suits),duckmedic,ksfortson,wump
312671,4,22,Up or Down (5 Suits),duckmedic,JackFrost,ksfortson,wump
312658,4,0,Prism (6 Suits),duckmedic,JackFrost,ksfortson,wump
312649,4,26,Prism (6 Suits),duckmedic,JackFrost,ksfortson,wump
312636,4,0,Prism (6 Suits),duckmedic,JackFrost,ksfortson,wump
312635,4,0,Prism (6 Suits),duckmedic,JackFrost,ksfortson,wump
312634,4,0,Prism (6 Suits),duckmedic,JackFrost,ksfortson,wump
312628,4,0,Prism (6 Suits),duckmedic,JackFrost,ksfortson,wump
312613,4,0,Prism (6 Suits),duckmedic,JackFrost,ksfortson,wump
312602,4,0,Prism (6 Suits),duckmedic,JackFrost,ksfortson,wump
312587,4,25,Prism (6 Suits),duckmedic,JackFrost,ksfortson,wump
312560,4,0,Prism (6 Suits),duckmedic,JackFrost,ksfortson,wump
310942,3,24,No Variant,duckmedic,JackFrost,wump
310941,3,0,No Variant,duckmedic,JackFrost,wump
310939,3,23,No Variant,duckmedic,JackFrost,wump
310937,3,21,No Variant,duckmedic,JackFrost,wump
310935,3,25,No Variant,duckmedic,JackFrost,wump
310933,3,24,No Variant,duckmedic,JackFrost,wump
310932,3,22,No Variant,duckmedic,JackFrost,wump
310914,4,26,Prism (6 Suits),duckmedic,JackFrost,ksfortson,wump
310904,4,27,Prism (6 Suits),duckmedic,JackFrost,ksfortson,wump
302233,4,0,Rainbow (6 Suits),duckmedic,JackFrost,stitch,wump
302222,4,0,Rainbow (6 Suits),duckmedic,JackFrost,stitch,wump
302216,4,29,Rainbow (6 Suits),duckmedic,JackFrost,stitch,wump
302197,5,0,Rainbow (6 Suits),CDC,duckmedic,JackFrost,stitch,wump
275672,3,0,Rainbow (6 Suits),duckmedic,JackFrost,wump
275665,3,0,Rainbow (6 Suits),duckmedic,JackFrost,wump
275660,3,24,No Variant,duckmedic,JackFrost,wump
275635,3,25,No Variant,duckmedic,JackFrost,wump
275605,3,22,No Variant,duckmedic,JackFrost,wump
275579,3,0,No Variant,duckmedic,JackFrost,wump
